STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,Điều dưỡng 7720301TP,19.6,,,Thí sinh có hộ khẩu tại TPHCM
2.0,Điều dưỡng 7720301,19.2,,,
3.0,Dược học 7720201TP,21.9,,,Thí sinh có hộ khẩu tại TPHCM
4.0,Dược học 7720201,22.2,,,
5.0,Khúc xạ nhãn khoa 7720699TP,20.75,,,Thí sinh có hộ khẩu tại TPHCM
6.0,Khúc xạ nhãn khoa 7720699,19.8,,,
7.0,Kỹ thuật xét nghiệm y học 7720601,21.2,,,
8.0,Kỹ thuật hình ảnh y học 7720602,20.1,,,
9.0,Kỹ thuật xét nghiệm y học 7720601TP,21.1,,,Thí sinh có hộ khẩu tại TPHCM
10.0,Kỹ thuật hình ảnh y học 7720602TP,20.35,,,Thí sinh có hộ khẩu tại TPHCM
11.0,Răng- Hàm -Mặt 7720501,23.3,,,
12.0,Răng - Hàm - Mặt 7720501TP,22.5,,,Thí sinh có hộ khẩu tại TPHCM
13.0,Y khoa 7720101TP,22.0,,,Thí sinh có hộ khẩu tại TPHCM
14.0,Y tế công cộng 7720701TP,18.5,,,Thí sinh có hộ khẩu tại TPHCM
15.0,Y tế công cộng 7720701,16.85,,,
16.0,Y khoa 7720101,22.7,,,
