STT,"Tên, mã ngành",Điểm chuẩn,Tổ hợp môn,Học phí (VNĐ),Ghi chú
1.0,"Công nghệ kỹ thuật điện, điện tử 7510301",,,,
2.0,Công nghệ thực phẩm 7540101,,,,
3.0,Công nghệ thực phẩm C540102,,,,
4.0,Công nghệ thông tin C480201,,,,
5.0,Công nghệ kỹ thuật hoá học 7510401,,,,
6.0,Công nghệ kỹ thuật nhiệt 7510206,,,,
7.0,Công nghệ kĩ thuật hóa học C510401,,,,
8.0,Công nghệ kỹ thuật điều khiển và tự động hóa 7510303,,,,
9.0,Giới và phát triển 7340103,,,,
10.0,Kế toán C340301,,,,
11.0,Kế toán 7340301,,,,
12.0,Quản trị khách sạn C340107,,,,
13.0,Quản trị khách sạn 7340107,,,,
14.0,Quản trị dịch vụ du lịch và lữ hành C340103,,,,
15.0,Quản lý công nghiệp 7510601,,,,
